G
-0.005451581309130532
0.008752247460881067
0.029687731883183598
0.03706679003045119
0.038549393402609065
0.04024706599213693
0.034049793468119996
0.025630537280988
0.019810918735041372
0.011935354713847999
-9.265083394026721e-05
-0.008439189032424266
-0.01729067192230813
-0.03081268225144293
-0.044444312324939866
-0.05618182354699653
-0.07786025656218454
-0.10043435018385813
-0.12456360153442787
-0.1618536234555032
-0.20408650988969304
-0.2557291299798362
-0.319074778917186
-0.3933351864692637
-0.4830039551883014
-0.5801533581121984
-0.6939807641375216
-0.8222844015519484
-0.9488456385284364
-1.0840556121829164
-1.2228277323628935
-1.3444499113027517
-1.4470708368915237
-1.5235493023254423
-1.5500550199638177
-1.5241399581390227
-1.421039001713691
-1.2389554133286245
-0.9654385386737016
-0.598239219365748
-0.1553951909383735
0.3601092696124056
0.9165035544724424
1.473598763607938
2.012207426759501
2.492172236778537
2.8931656264688437
3.197142258662022
3.394589293335713
3.481336436221752
3.457319373502277
3.320650892586924
3.083003235673832
2.7463074801280323
2.324731975283536
1.8372533690136312
1.3007562339474457
0.7462262216932555
0.20992071269494197
-0.28933500184702055
-0.7202793750857794
-1.063591216011218
-1.3186976856713652
-1.4824667615957225
-1.56712208092444
-1.5773851573177766
-1.5321200828456325
-1.4470659059105628
-1.331227003065504
-1.1974966661235262
-1.0574285468702045
-0.9167516579204179
-0.7809055269229656
-0.6605474907818657
-0.5443370194386247
-0.442969887324344
-0.3624814292665671
-0.28678957745038614
-0.22879953783267148
-0.18011451838361614
-0.13999567578836253
-0.11026740303302959
-0.08216923409441
-0.06316423205101986
-0.04972665598991294
-0.03341788244321333
-0.025614500249864267
-0.013567588783679332
-0.0024421183748106665
0.0032994711041490665
0.011186378360215334
0.02071111975589931
0.02529409202073653
0.0302407722430568
0.03471602862883946
0.03438788077758093
0.027411626745589335
0.017764988483860267
-0.0013823502726638664
-0.005451558663692534
-0.005451540602133466
0.00017826210582986662
0.014519591383020801
0.02403946000692413
0.02582333126368147
0.024779586204183468
0.023641755550187597
0.0156424955500432
0.013864496477817867
0.007287132947335066
-0.0018651308305483998
-0.004088900974666533
-0.012547996617225866
-0.0197232359541244
-0.028713624913314396
-0.039209999753889335
-0.05012367310829653
-0.06487537697036894
-0.0893617546148168
-0.11322555357483267
-0.14241185349112506
-0.18906952920245917
-0.2387430775058416
-0.29748174745744704
-0.3802518500096429
-0.4686047547155533
-0.5688852515742655
-0.6883853845100876
-0.8227168556032789
-0.9577041364239318
-1.0998248869580243
-1.245238860460875
-1.3713802982198624
-1.4751512333245547
-1.5458263819764135
-1.5567164691932773
-1.4956806196654204
-1.3526706677820342
-1.1090964810672947
-0.7564638875175014
-0.31710930357065803
0.21155656706709186
0.7887103819732496
1.371053023453005
1.9359624828026125
2.425199912773482
2.826101265381623
3.132597611231483
3.3142242048719126
3.387187870946139
3.3589333217630486
3.2121317909883267
2.9700614650599046
2.632108028595109
2.1979774377422143
1.6979638981686707
1.1459557151167743
0.5683715925918255
0.01755172938972157
-0.48663768202893226
-0.9100089334450316
-1.224318483800593
-1.4488639278542987
-1.570254399381913
-1.5982939706256847
-1.5673225835963152
-1.4842230220562806
-1.3575609735118164
-1.2130771968663159
-1.066766240740295
-0.912033407635236
-0.7675137063237815
-0.6402095456301974
-0.5211815774843671
-0.4164320536139746
-0.3330236067914461
-0.2624144646296407
-0.19897961600088934
-0.1530867151832108
-0.11946083631513439
-0.08543966426681333
-0.06715232611916414
-0.053019072159478264
-0.0365135081986056
-0.027551458879886
-0.0239006537783404
-0.015219886993026666
-0.010400317152231733
-0.004272574298749733
0.0010345565035734666
0.005400475004352667
0.012685412054276535
0.017375504111520668
0.020531473604188267
0.02643064373537986
0.025216812510786932
0.02352877779762533
0.016499870884842397
0.0017785639541544002
-0.0054515332542536
-0.005451493855654266
-0.009433855281740266
0.0006945557912182668
0.007281537869332133
0.015527898136928668
0.0132300197793924
0.011387020605789198
0.009539758754393467
0.0078029281681614125
0.0015378858318295997
-0.0013016376332475599
-0.0014526063839492
-0.009659855455170532
-0.012012491658660533
-0.016558742739378268
-0.023288786836227333
-0.029462606533115332
-0.036243713594732926
-0.051339326533950264
-0.06898569736333413
-0.08721649163712986
-0.11977738913889358
-0.15737673459396093
-0.2048596066561548
-0.2676612004751385
-0.3408595343378276
-0.43411566086294784
-0.5398379386676508
-0.6612083876386661
-0.8013806181744243
-0.9524984840997162
-1.1052136420123073
-1.261358275570347
-1.3991531589946098
-1.5083361372855069
-1.5713231691795368
-1.5685070473973188
-1.4718789398160868
-1.267180733169999
-0.946845447505491
-0.505947142962847
0.03937556315506226
0.64563341435662
1.269287776350275
1.856015687096694
2.362417203188061
2.7600336229687397
3.040093339081392
3.2065710970424277
3.262268874931067
3.2131951737955515
3.0691752777336037
2.8286300358098453
