Recenum,G
10140011,-0.013007042
10140012,-0.01015274
10140013,-0.011813041
10140014,-0.010600765
10140015,-0.011710359
10140016,-0.011589859
10140017,-0.006601356
10140018,-0.004360311
10140019,-0.004459617
10140020,0.001490844
10140021,0.007840589
10140022,0.006814946
10140023,0.00975887
10140024,0.007766439
10140025,-0.006374064
10140026,-0.022847863
10140027,-0.056688705
10140028,-0.110231006
10140029,-0.188690109
10140030,-0.292787314
10140031,-0.435021129
10140032,-0.610869618
10140033,-0.824790363
10140034,-1.064348551
10140035,-1.325127285
10140036,-1.579859981
10140037,-1.794584194
10140038,-1.930841519
10140039,-1.936412951
10140040,-1.749206777
10140041,-1.331754715
10140042,-0.660518954
10140043,0.209338516
10140044,1.124843127
10140045,1.922633444
10140046,2.503723199
10140047,2.866618861
10140048,3.03553558
10140049,3.020564819
10140050,2.869494629
10140051,2.632281864
10140052,2.370860537
10140053,2.126135097
10140054,1.873894322
10140055,1.553137491
10140056,1.135115349
10140057,0.604530809
10140058,-0.010546677
10140059,-0.617189942
10140060,-1.11833408
10140061,-1.455608967
10140062,-1.620328924
10140063,-1.6428098
10140064,-1.55214828
10140065,-1.385422575
10140066,-1.186489187
10140067,-0.975157139
10140068,-0.770163649
10140069,-0.588265431
10140070,-0.432525154
10140071,-0.303582833
10140072,-0.203183766
10140073,-0.132633029
10140074,-0.078825177
10140075,-0.040534761
10140076,-0.019114594
10140077,-0.010301295
10140078,0.000869154
10140079,0.003284511
10140080,-0.001668714
10140081,0.001894436
10140082,-0.002918721
10140083,-0.008440753
10140084,-0.007048026
10140085,-0.007760168
10140086,-0.011569863
10140087,-0.009427554
10140088,-0.010207697
10140089,-0.008721289
10140090,-0.005717417
10140091,-0.009236215
10140092,-0.002632392
10140093,-0.001225915
10140094,-0.005024792
10140095,-7.75E-05
10140096,-0.001115746
10140097,-0.005592662
10140098,-0.006338314
10140099,-0.010847807
10140100,-0.005451423
10150001,-0.005451481
10150002,0.009300173
10150003,0.017058556
10150004,0.01468708
10150005,0.010214816
10150006,0.008158993
10150007,0.006890154
10150008,1.90E-07
10150009,-0.003687952
10150010,-0.006071508
10150011,-0.007046852
10150012,-0.010491355
10150013,-0.013589015
10150014,-0.008124193
10150015,-0.013126987
10150016,-0.012242167
10150017,-0.009035478
10150018,-0.010336978
10150019,-0.008274345
10150020,-0.011624177
10150021,-0.011172527
10150022,-0.019721469
10150023,-0.031457601
10150024,-0.050586297
10150025,-0.075253105
10150026,-0.12141422
10150027,-0.179289699
10150028,-0.252274684
10150029,-0.35703374
10150030,-0.482728169
10150031,-0.63321316
10150032,-0.818265968
10150033,-1.017125116
10150034,-1.227608857
10150035,-1.442274121
10150036,-1.628353852
10150037,-1.752933759
10150038,-1.798379702
10150039,-1.707762614
10150040,-1.453321972
10150041,-1.015252675
10150042,-0.391316253
10150043,0.36176614
10150044,1.141181317
10150045,1.857853834
10150046,2.429238922
10150047,2.824393017
10150048,3.046980131
10150049,3.109345479
10150050,3.036278803
10150051,2.864852378
10150052,2.632643831
10150053,2.366450293
10150054,2.053534133
10150055,1.679109995
10150056,1.23149467
10150057,0.707802663
10150058,0.138456695
10150059,-0.406757455
10150060,-0.884823822
10150061,-1.241857638
10150062,-1.458361625
10150063,-1.552652399
10150064,-1.541967047
10150065,-1.446412958
10150066,-1.308829893
10150067,-1.139562606
10150068,-0.956380094
10150069,-0.786005011
10150070,-0.62902711
10150071,-0.484628185
10150072,-0.371752184
10150073,-0.276034124
10150074,-0.196385215
10150075,-0.138664678
10150076,-0.095817998
10150077,-0.063098518
10150078,-0.041786719
10150079,-0.030141675
10150080,-0.019564406
10150081,-0.012005075
10150082,-0.010698575
10150083,-0.008874717
10150084,-0.011081821
10150085,-0.007846707
10150086,-0.011652518
10150087,-0.011608428
10150088,-0.005419821
10150089,-0.008720317
10150090,-0.007113191
10150091,-0.004153702
10150092,-0.002028436
10150093,-0.000926523
10150094,0.000946709
10150095,0.005356371
10150096,0.00399772
10150097,-0.00020564
10150098,0.000909673
10150099,-0.006579429
10150100,-0.005451463
10160001,-0.005451474
10160002,-0.012564353
10160003,-0.004595437
10160004,0.001257087
10160005,0.01129987
10160006,0.007131323
10160007,0.005573839
10160008,0.006019661
10160009,0.003787068
10160010,-0.00188025
10160011,-0.003798339
10160012,-0.002795802
10160013,-0.009029561
10160014,-0.008657446
10160015,-0.011133083
10160016,-0.013196079
10160017,-0.014867361
10160018,-0.017442973
10160019,-0.025484599
10160020,-0.033485269
10160021,-0.043175572
10160022,-0.064816691
10160023,-0.089158393
10160024,-0.123991387
10160025,-0.175324644
10160026,-0.233820003
10160027,-0.313758356
10160028,-0.414569654
10160029,-0.53019851
10160030,-0.670238476
10160031,-0.832191995
10160032,-1.004158949
10160033,-1.187252799
10160034,-1.365132565
10160035,-1.523373516
10160036,-1.642119483
10160037,-1.698836418
10160038,-1.658062592
10160039,-1.495101985
10160040,-1.196030331
10160041,-0.746365486
10160042,-0.16063982
10160043,0.511658076
10160044,1.209234902
10160045,1.862440767
10160046,2.411806015
10160047,2.821843907
10160048,3.081464512
10160049,3.198085034
10160050,3.184850077
10160051,3.060822313
10160052,2.855907729
10160053,2.582845848
10160054,2.243860621
10160055,1.842425962
10160056,1.376772003
10160057,0.858475143
10160058,0.314873568
10160059,-0.209402027
10160060,-0.671375369
10160061,-1.044223558
10160062,-1.307755368
10160063,-1.456521285
10160064,-1.513050023
10160065,-1.489512366
10160066,-1.400300842
10160067,-1.274676884
10160068,-1.128620484
10160069,-0.970957526
10160070,-0.816935021
10160071,-0.675135555
10160072,-0.541617373
10160073,-0.429246682
10160074,-0.334193311
10160075,-0.256211037
10160076,-0.188757279
10160077,-0.141610542
10160078,-0.102025246
10160079,-0.073750173
10160080,-0.053954991
10160081,-0.036745813
10160082,-0.029296319
10160083,-0.022599164
10160084,-0.015493586
10160085,-0.013379614
10160086,-0.01225721
10160087,-0.009394903
10160088,-0.0060021
10160089,-0.009250812
10160090,-0.000284513
10160091,-0.000879105
10160092,0.00117148
10160093,0.007381012
10160094,0.010550617
10160095,0.008721231
10160096,0.01115798
10160097,0.011024795
10160098,0.001368646
10160099,-0.00619162
10160100,-0.005451482
10170001,-0.00545153
10170002,0.002302624
10170003,0.015606481
10170004,0.021058424
10170005,0.021527965
10170006,0.020365012
10170007,0.018746154
10170008,0.011025441
10170009,0.009418861
10170010,0.004057763
10170011,-0.002993671
10170012,-0.004379974
10170013,-0.010736581
10170014,-0.014676471
10170015,-0.020098076
10170016,-0.027499468
10170017,-0.033288254
10170018,-0.042420382
10170019,-0.061048956
10170020,-0.076487385
10170021,-0.097798053
10170022,-0.134389693
10170023,-0.173243117
10170024,-0.223393832
10170025,-0.29504737
10170026,-0.371938663
10170027,-0.464891501
10170028,-0.580649743
10170029,-0.711225992
10170030,-0.852393841
10170031,-1.007351262
10170032,-1.169573965
10170033,-1.322168643
10170034,-1.461101296
10170035,-1.573075423
10170036,-1.627457321
10170037,-1.613034067
10170038,-1.509847622
10170039,-1.29427189
10170040,-0.954220299
10170041,-0.506044011
10170042,0.052738714
10170043,0.676255075
10170044,1.310713111
10170045,1.920857296
10170046,2.442312852
10170047,2.851640086
10170048,3.14262178
10170049,3.289729132
10170050,3.314868035
10170051,3.233458049
10170052,3.043630328
10170053,2.776997506
10170054,2.435489238
10170055,2.01732763
10170056,1.550054978
10170057,1.041276774
10170058,0.507681561
10170059,0.00160196
10170060,-0.463019106
10170061,-0.854227202
10170062,-1.144068927
10170063,-1.351253194
10170064,-1.462609378
10170065,-1.489922897
10170066,-1.459491549
10170067,-1.381621766
10170068,-1.264537778
10170069,-1.130593375
10170070,-0.993365503
10170071,-0.850141139
10170072,-0.716381822
10170073,-0.596826006
10170074,-0.487141225
10170075,-0.388773908
10170076,-0.311029791
10170077,-0.246377207
10170078,-0.185612232
10170079,-0.143583729
10170080,-0.112874565
10170081,-0.080707402
10170082,-0.063112288
10170083,-0.051087044
10170084,-0.035356631
10170085,-0.026422387
10170086,-0.022630962
10170087,-0.014884812
10170088,-0.009990383
10170089,-0.005357972
10170090,0.000967014
10170091,0.002280272
10170092,0.009860949
10170093,0.015629923
10170094,0.015427096
10170095,0.022312172
10170096,0.021224735
10170097,0.01827582
10170098,0.011416852
10170099,-0.001533147
10170100,-0.00545152
10180001,-0.005451569
10180002,0.011712613
10180003,0.030478844
10180004,0.036601132
10180005,0.033509696
10180006,0.036412702
10180007,0.029639163
10180008,0.020642743
10180009,0.0160375
10180010,0.009642871
10180011,-0.000149214
10180012,-0.007007059
10180013,-0.012618098
10180014,-0.023988024
10180015,-0.032743901
10180016,-0.041095416
10180017,-0.057800769
10180018,-0.074129205
10180019,-0.093132716
10180020,-0.124243059
10180021,-0.157857411
10180022,-0.204532747
10180023,-0.26081753
10180024,-0.32702101
10180025,-0.413585611
10180026,-0.508719608
10180027,-0.62259036
10180028,-0.754759119
10180029,-0.890832118
10180030,-1.039661817
10180031,-1.194463465
10180032,-1.343176301
10180033,-1.474098122
10180034,-1.57950864
10180035,-1.642710476
10180036,-1.646547238
10180037,-1.569489471
10180038,-1.404111297
10180039,-1.133414955
10180040,-0.752422348
10180041,-0.276496621
10180042,0.285582623
10180043,0.897855721
10180044,1.512827414
10180045,2.100103423
10180046,2.612327809
10180047,3.022025259
10180048,3.311658742
10180049,3.471767656
10180050,3.506626213
10180051,3.424804456
10180052,3.233238305
10180053,2.950715224
10180054,2.586689615
10180055,2.156627755
10180056,1.675125012
10180057,1.158703985
10180058,0.62952991
10180059,0.128620289
10180060,-0.340265255
10180061,-0.740265045
10180062,-1.053328707
10180063,-1.28791866
10180064,-1.433940403
10180065,-1.504865244
10180066,-1.509721375
10180067,-1.460893946
10180068,-1.376301211
10180069,-1.261871935
10180070,-1.134226678
10180071,-1.000820069
10180072,-0.864801641
10180073,-0.73788361
10180074,-0.623842943
10180075,-0.513283584
10180076,-0.418318311
10180077,-0.342516615
10180078,-0.270092995
10180079,-0.216326575
10180080,-0.169923463
10180081,-0.132627994
10180082,-0.104116359
10180083,-0.078172625
10180084,-0.060823153
10180085,-0.048448584
10180086,-0.031853847
10180087,-0.024991031
10180088,-0.015022225
10180089,-0.002355916
10180090,0.001975838
10180091,0.007601216
10180092,0.019450985
10180093,0.022395012
10180094,0.024525373
10180095,0.03113731
10180096,0.03004674
10180097,0.022232206
10180098,0.013840112
10180099,-0.003777906
10180100,-0.005451546
10190001,-0.005451582
10190002,-0.000992795
10190003,0.020839573
10190004,0.035905466
10190005,0.044722136
10190006,0.044317868
10190007,0.042193282
10190008,0.037654769
10190009,0.026486248
10190010,0.017634793
10190011,0.008585214
10190012,-0.003938607
10190013,-0.01860279
10190014,-0.029416029
10190015,-0.048342132
10190016,-0.067920939
10190017,-0.089203992
10190018,-0.118346189
10190019,-0.155191779
10190020,-0.197161335
10190021,-0.250436827
10190022,-0.315794463
10190023,-0.391715305
10190024,-0.482103996
10190025,-0.585295892
10190026,-0.70165034
10190027,-0.836411389
10190028,-0.973837629
10190029,-1.119902122
10190030,-1.27295039
10190031,-1.416315694
10190032,-1.545546981
10190033,-1.651656098
10190034,-1.7137616
10190035,-1.727168342
10190036,-1.675633822
10190037,-1.538548984
10190038,-1.313779172
10190039,-0.994922312
10190040,-0.574370838
10190041,-0.071543051
10190042,0.497030634
10190043,1.111167461
10190044,1.720144008
10190045,2.303603346
10190046,2.82447966
10190047,3.247453435
10190048,3.55845761
10190049,3.7494046
10190050,3.812218706
10190051,3.750862157
10190052,3.579360711
10190053,3.301103253
10190054,2.931989418
10190055,2.491363379
10190056,1.993299816
10190057,1.454811912
10190058,0.904913255
10190059,0.375111794
10190060,-0.124775831
10190061,-0.563605902
10190062,-0.933424111
10190063,-1.222935493
10190064,-1.427309481
10190065,-1.55636814
10190066,-1.617811963
10190067,-1.612776902
10190068,-1.563032885
10190069,-1.477782943
10190070,-1.36264461
10190071,-1.237451037
10190072,-1.099487696
10190073,-0.963427181
10190074,-0.831970997
10190075,-0.711137807
10190076,-0.596842311
10190077,-0.494101911
10190078,-0.404862404
10190079,-0.330432169
10190080,-0.263861484
10190081,-0.209588518
10190082,-0.163706358
10190083,-0.128186146
10190084,-0.098392175
10190085,-0.07188808
10190086,-0.051885359
10190087,-0.037345635
10190088,-0.016388563
10190089,-0.007683521
10190090,0.006809606
10190091,0.01979902
10190092,0.026609895
10190093,0.037136263
10190094,0.04581058
10190095,0.047561682
10190096,0.049116473
10190097,0.042322605
10190098,0.030148502
10190099,0.006711972
10190100,-0.005451589
10200001,-0.005451617
10200002,0.002350497
10200003,0.028974866
10200004,0.051922789
10200005,0.059562459
10200006,0.056071994
10200007,0.056744178
10200008,0.047323174
10200009,0.033340344
10200010,0.020145068
10200011,0.004949566
10200012,-0.015127319
10200013,-0.032343075
10200014,-0.055605665
10200015,-0.083081082
10200016,-0.11145308
10200017,-0.146505004
10200018,-0.188358184
10200019,-0.238023967
10200020,-0.293930606
10200021,-0.359749775
10200022,-0.4408655
10200023,-0.529468359
10200024,-0.628259361
10200025,-0.742783672
10200026,-0.868385122
10200027,-0.995092751
10200028,-1.132460504
10200029,-1.272380865
10200030,-1.39785311
10200031,-1.515071889
10200032,-1.612208875
10200033,-1.669560761
10200034,-1.687773611
10200035,-1.65153877
10200036,-1.540117435
10200037,-1.357421488
10200038,-1.093725025
10200039,-0.739682446
10200040,-0.304690844
10200041,0.19436655
10200042,0.748032365
10200043,1.328900453
10200044,1.903345583
10200045,2.447143002
10200046,2.927113699
10200047,3.320913197
10200048,3.613100955
10200049,3.787589636
10200050,3.843205244
10200051,3.783078826
10200052,3.611867713
10200053,3.343451339
10200054,2.986405101
10200055,2.55585467
10200056,2.078329461
10200057,1.566213821
10200058,1.039696032
10200059,0.529490102
10200060,0.0449169
10200061,-0.38943118
10200062,-0.75849708
10200063,-1.065782102
10200064,-1.295972398
10200065,-1.451835487
10200066,-1.54608846
10200067,-1.58355889
10200068,-1.567592044
10200069,-1.510674508
10200070,-1.43392202
10200071,-1.325375888
10200072,-1.205713317
10200073,-1.089379204
10200074,-0.963087608
10200075,-0.839642849
10200076,-0.729103398
10200077,-0.623928807
10200078,-0.52473687
10200079,-0.440029687
10200080,-0.369224242
10200081,-0.29962373
10200082,-0.244671872
10200083,-0.198188656
10200084,-0.157891522
10200085,-0.119548471
10200086,-0.091115563
10200087,-0.064190154
10200088,-0.039436976
10200089,-0.016673712
10200090,0.001051472
10200091,0.019387068
10200092,0.034618353
10200093,0.04760947
10200094,0.059083439
10200095,0.068244479
10200096,0.064737904
10200097,0.063951976
10200098,0.05102054
10200099,0.020829862
10200100,-0.005451633
